afdc_ra,badenglh,emp,expstat,fdst_ra,ged,kids,kidsud4,longafdc,married,minor02,minor03,minor04,neveradc,neverful,neverwrk,nodegree,single,numinhh,schlhgst,agesq,pre12ern,pre12wrk,bifid,age,caltime,site,treated
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,10,1122,1789,1,137151,34,25,11,0
,0,1,1,1,0,1,1,0,,0,0,0,0,0,0,0,,5,12,1190,521,0,137162,35,28,11,1
1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,5,10,756,360,0,137166,28,27,11,1
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,13,930,0,0,137172,31,28,11,1
0,0,1,1,0,0,1,0,0,,0,0,0,0,0,0,0,,2,12,1260,,1,137176,36,28,11,1
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3,11,1892,0,0,137178,44,28,11,0
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,12,1122,0,0,137182,34,28,11,1
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,1640,5436,0,137187,41,28,11,0
0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,12,1406,1250,0,137190,38,28,11,1
0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,12,756,384,0,137191,28,28,11,1
1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,3,11,870,1200,1,137192,30,28,11,1
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,3,12,600,,0,137256,25,37,11,0
0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,3,10,930,215,0,137303,31,30,14,1
0,1,1,1,,0,0,0,0,0,0,0,1,1,0,0,1,1,7,8,552,,0,137304,24,30,14,1
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,12,650,2500,1,137306,26,30,14,1
0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,4,12,1806,11456,1,137307,43,30,14,0
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,,0,2,9,1806,,0,137310,43,30,14,0
,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,10,9,992,,0,137316,32,30,14,0
0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,3,13,992,5680,1,137321,32,29,14,0
0,1,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,,12,1560,2180,1,137324,40,30,14,1
0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,3,12,992,2821,0,137328,32,29,14,1
0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,4,10,1806,7738,1,137330,43,29,14,1
0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,5,14,2756,,0,137334,53,30,14,1
0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,10,8,1260,4800,1,137336,36,29,14,1
,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,14,702,,0,137464,27,26,14,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,9,552,,0,137495,24,27,14,0
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12,1482,1200,0,137506,39,25,14,1
1,1,0,0,1,,1,0,1,0,0,1,0,0,0,1,1,0,2,8,1722,,0,137507,42,25,14,0
1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,11,756,0,0,137508,28,25,14,0
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,3,12,702,,0,137511,27,25,14,0
1,0,1,1,,0,1,0,1,0,1,0,0,0,0,0,0,1,2,12,1482,0,0,137516,39,25,14,1
1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,6,11,812,0,0,137519,29,25,14,0
1,0,0,1,1,,1,1,1,0,1,0,0,0,0,0,1,1,4,11,702,,,137520,27,25,14,0
1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,2,14,992,,0,137524,32,27,14,0
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,3,12,812,,0,137535,29,26,14,0
,0,0,1,,0,,,0,0,0,0,0,1,0,1,0,0,,12,2756,,0,137544,53,29,14,0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,3,12,1190,,0,137545,35,28,14,0
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,,15,702,,0,137547,27,28,14,1
1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,4,14,756,,0,137701,28,24,10,1
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,12,1806,6200,1,137708,43,24,10,1
,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,12,1892,6000,1,137709,44,24,10,1
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5,13,1122,400,0,137710,34,24,10,1
1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,12,552,,,137717,24,24,10,1
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,2970,,,137720,55,25,10,0
0,0,0,1,1,0,,,1,1,0,0,1,0,1,0,1,0,5,9,870,,0,137721,30,25,10,1
0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,12,756,1200,1,137723,28,24,10,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,756,,,137724,28,24,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12,756,1500,0,137729,28,24,10,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,12,1640,2500,1,137731,41,24,10,1
0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,5,9,812,6000,1,137736,29,24,10,0
,0,1,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,3,13,2352,4823,1,137758,49,29,10,1
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,12,1482,0,0,137778,39,25,10,1
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,7,12,1260,1500,1,137804,36,26,10,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,12,2070,9000,1,137807,46,25,10,1
1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,3,12,552,,,137850,24,25,10,1
1,0,1,0,1,,1,0,1,0,0,0,0,0,0,0,1,1,3,12,1056,2000,0,137854,33,36,12,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,16,3306,3600,0,137877,58,25,10,1
1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4,10,930,5000,1,137887,31,25,10,1
1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,6,11,870,,,137907,30,26,3,1
1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,12,600,2000,0,137915,25,27,3,1
0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,3,10,2550,4856,1,137919,51,26,3,1
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,4,10,1560,0,0,137924,40,26,3,1
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,1122,8000,1,137926,34,26,3,1
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,10,1190,,,137928,35,24,3,0
0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,7,1406,6000,1,137930,38,24,3,1
,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4,12,552,400,0,137931,24,24,3,0
,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,12,1892,7000,1,137932,44,24,3,1
1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,5,10,650,240,0,137933,26,25,3,0
0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,3,11,870,6000,1,137939,30,25,3,1
0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,15,702,700,0,137951,27,24,3,0
0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,9,3422,0,0,137953,59,26,3,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,9,812,75,0,137957,29,24,3,1
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,,0,3,9,2162,,,137980,47,24,3,0
0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,12,2450,,,137981,50,24,3,0
,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,5,14,702,4352,0,138006,27,30,7,0
0,0,1,1,0,,0,0,0,0,1,0,0,1,0,0,1,1,2,14,1056,0,0,138011,33,30,7,1
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,16,702,1000,1,138014,27,30,7,1
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,2,14,1332,,0,138017,37,29,7,1
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,12,992,8800,1,138019,32,29,7,0
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,5,15,1056,,0,138020,33,29,7,1
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,5,14,1190,75,0,138034,35,27,7,1
0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4,13,930,1100,0,138035,31,27,7,0
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,12,756,3674,1,138101,28,29,16,1
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,11,1892,5873,1,138143,44,26,16,0
,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,14,992,4000,1,138150,32,29,16,1
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,12,702,1158,0,138164,27,25,16,1
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,13,1332,,0,138172,37,25,16,1
0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,12,552,1200,0,138186,24,25,16,1
0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,5,10,756,0,0,138191,28,25,16,1
0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,12,1056,3200,,138216,33,25,16,1
0,0,1,1,1,1,1,0,,1,0,0,0,0,0,1,1,0,4,11,1332,,0,138236,37,27,16,1
0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,5,11,992,1685,0,138245,32,25,16,1
1,0,0,1,1,0,1,1,1,,0,0,0,0,0,0,0,,4,12,600,,,138253,25,25,16,1
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,9,702,0,0,138295,27,25,16,1
,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,,11,930,9000,,138370,31,30,16,0
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,3,15,1190,,0,138407,35,27,16,1
0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,3,11,1806,1600,0,138408,43,27,16,1
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,5,10,992,8000,1,138452,32,26,16,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,2550,100,0,138464,51,25,16,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,9,756,140,0,138465,28,25,16,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,10,702,7143,1,138490,27,25,16,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,9,1056,3896,1,138493,33,25,16,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,,9,930,,,138495,31,25,16,0
0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,3,8,3080,0,,138511,56,28,16,0
0,0,1,1,0,0,1,0,0,,0,0,0,0,0,0,1,,6,10,1122,0,0,138723,34,26,16,1
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,12,702,0,0,138750,27,27,16,0
1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,3,11,756,,0,138774,28,26,16,1
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,12,992,,0,138946,32,26,16,1
,0,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,5,12,1406,1347,0,138948,38,26,16,1
0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,7,7,930,2212,0,138971,31,26,16,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,11,650,6000,1,138989,26,26,16,1
0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,13,870,3500,1,139109,30,25,7,1
0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,15,1406,5000,0,139110,38,25,7,0
,0,1,1,1,0,1,1,0,,1,0,0,1,0,0,0,,4,12,702,,,139115,27,25,7,1
0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,14,650,,1,139132,26,25,7,1
0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,13,1560,6956,1,139144,40,25,7,1
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,13,756,500,0,139148,28,25,7,1
,,0,1,,,,,,,1,0,0,,1,0,,,,,1640,,,139214,41,19,7,0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,9,1122,5400,1,139230,34,28,7,1
0,0,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,,1,12,2862,2000,1,139235,54,28,7,0
0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,4,10,1892,0,0,139246,44,25,7,1
0,0,1,1,0,,0,0,0,,0,0,0,1,0,0,1,,3,12,1482,440,0,139361,39,26,7,0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,2756,2500,0,139431,53,24,7,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,12,600,2000,1,139455,25,25,7,1
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,,13,756,,1,139478,28,24,7,1
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,12,1332,,,139482,37,24,7,0
0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,3,12,1190,,1,139483,35,24,7,1
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,6,12,756,200,,139502,28,24,7,0
0,0,0,1,0,0,,,0,,1,0,0,1,0,0,0,,4,12,1722,,0,139509,42,24,7,1
0,0,0,1,0,0,,,0,0,1,0,0,0,0,1,0,1,3,12,930,,0,139576,31,24,7,0
0,0,1,1,0,0,1,0,0,,1,0,0,1,0,0,1,,3,14,1640,,1,139582,41,24,7,1
1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,12,756,109,1,139584,28,24,7,0
0,0,1,1,0,1,1,0,0,,1,0,0,1,0,0,1,,4,10,1190,6390,1,139592,35,24,7,0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,15,600,5000,1,139594,25,24,7,1
1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,5,12,1122,,,139600,34,25,7,1
0,0,0,0,0,1,1,1,1,,1,0,0,0,0,0,1,,4,12,702,6000,1,139671,27,24,7,0
1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,12,702,0,0,139742,27,25,7,0
1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,7,13,812,0,0,139743,29,25,7,0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13,600,0,0,139751,25,25,7,1
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,12,1332,0,0,139798,37,25,7,1
,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,16,870,300,0,139904,30,24,7,0
1,0,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,,3,12,870,3600,0,139947,30,25,7,1
0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,5,,600,0,0,139971,25,25,7,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,12,1482,,1,140034,39,28,3,0
0,0,1,1,0,,1,0,0,,1,0,0,0,0,0,1,,5,14,1406,6800,1,140064,38,28,3,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,12,930,0,0,140069,31,28,3,1
0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,6,12,1122,120,0,140083,34,28,3,1
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,10,756,2000,,140219,28,28,3,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,14,702,,1,140224,27,27,3,1
,,0,1,,,,,,,0,0,0,,1,0,,,,,1640,,,140228,41,27,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12,992,6000,,140230,32,27,3,0
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,3,11,600,,0,140232,25,27,3,0
0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,11,1056,0,0,140235,33,27,3,0
,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,3,10,1122,,0,140277,34,35,12,1
,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12,702,4000,1,140308,27,31,10,0
0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,3,13,600,,0,140331,25,32,10,1
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,650,1500,0,140357,26,29,10,0
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,8,1560,800,0,140405,40,28,10,0
,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,2,13,650,450,0,140421,26,25,10,1
0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,4,10,1122,400,0,140471,34,29,10,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1722,1600,0,140476,42,25,10,1
0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,1640,1400,0,140477,41,25,10,0
0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,12,870,,1,140499,30,27,10,1
1,0,0,1,1,0,1,,0,0,1,0,0,0,0,0,0,1,2,15,1406,,,140772,38,26,14,1
1,0,0,0,0,1,1,,1,0,1,0,0,0,0,1,1,0,4,11,1122,,0,140773,34,26,14,0
0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,5,11,992,1600,1,140810,32,27,14,1
1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,4,11,1640,,0,140812,41,26,14,1
1,0,0,1,1,0,1,0,1,,1,0,0,0,0,1,1,,3,11,992,,0,140818,32,25,14,0
1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,3,12,930,,,140909,31,25,14,0
1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,15,930,0,0,140924,31,26,14,0
0,0,1,1,0,0,1,,0,0,1,0,0,1,0,0,0,0,5,13,1722,11980,1,140952,42,26,14,0
0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,14,1482,,0,140954,39,26,14,1
0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,10,2070,46000,1,140991,46,30,14,1
0,1,1,1,0,,1,1,0,1,0,0,1,1,0,0,1,0,3,10,702,450,0,140992,27,30,14,1
0,1,0,1,0,,1,0,0,1,0,0,1,1,0,1,1,0,4,9,1560,,0,140993,40,30,14,1
0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,7,12,552,,0,140994,24,30,14,1
0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,4,16,3192,30,1,140999,57,30,14,1
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,8,11,600,,0,141000,25,30,14,0
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,4,10,756,,0,141088,28,28,16,1
1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,12,600,0,0,141125,25,27,16,0
1,0,0,0,1,,1,1,1,0,0,0,0,0,0,0,1,0,3,12,812,,,141167,29,27,16,0
0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,12,600,11885,1,141179,25,27,16,0
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,12,650,200,,141215,26,27,16,1
0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,3,12,812,,1,141242,29,27,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,16,3782,,,141251,62,26,14,0
1,0,0,1,1,0,,,0,0,1,0,0,0,0,1,0,0,4,12,1406,,0,141253,38,26,14,0
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,3,14,1332,,0,141259,37,26,14,1
1,0,1,0,1,0,1,1,0,,1,0,0,0,0,0,0,,3,12,812,,,141280,29,25,14,1
1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,4,12,870,,,141287,30,26,14,1
1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,4,10,992,0,0,141307,32,26,14,0
0,1,1,1,0,,0,0,0,0,0,0,1,1,0,1,1,1,5,15,930,,0,141310,31,26,14,1
1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,4,12,1122,,0,141311,34,26,14,1
0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,3,,930,,0,141314,31,27,14,0
0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,4,,1640,,0,141315,41,27,14,1
1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,11,870,0,0,141320,30,26,14,0
0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,15,992,10000,1,141325,32,26,14,1
0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,2,12,812,0,0,141341,29,27,14,0
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,12,552,900,0,141344,24,26,14,1
1,0,0,1,0,1,1,1,1,,0,1,0,0,0,1,1,,3,11,650,,0,141355,26,25,14,1
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,13,1722,0,0,141357,42,26,14,0
,0,1,1,,0,1,1,0,1,1,0,0,1,0,0,1,0,5,,1056,,1,141366,33,26,14,1
,0,0,0,0,0,1,,0,,1,0,0,1,0,1,0,,3,12,1122,,0,141372,34,26,14,1
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,4,12,992,,0,141395,32,26,14,0
1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,2,12,870,,0,141406,30,26,14,1
1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,12,992,0,0,141415,32,26,14,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,14,1892,6900,0,141417,44,27,14,0
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,12,1332,,0,141419,37,26,14,0
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,9,1406,,0,141427,38,26,14,0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,11,600,0,0,141428,25,26,14,1
1,0,0,0,1,0,,,1,0,1,0,0,0,1,0,1,1,4,11,702,0,0,141430,27,26,14,0
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,3,12,756,0,0,141436,28,26,14,0
1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3,12,1560,0,0,141437,40,26,14,1
1,0,0,1,,1,1,0,0,0,1,0,0,0,0,0,1,0,4,12,1260,4203,1,141439,36,25,14,0
1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,3,12,1056,,0,141440,33,25,14,1
1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,4,10,1260,0,0,141441,36,25,14,0
0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,13,702,0,0,141442,27,25,14,0
1,0,0,0,1,0,1,0,1,,1,0,0,0,0,0,1,,6,10,1260,2967,0,141443,36,25,14,1
1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,12,870,0,0,141444,30,25,14,1
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3,12,930,,,141446,31,25,14,1
1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,5,11,600,0,0,141448,25,25,14,1
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,3,8,600,,0,141449,25,25,14,0
1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,12,600,0,0,141450,25,25,14,0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,12,1332,,,141451,37,25,14,1
1,0,1,1,0,0,1,,,,1,0,0,0,0,0,1,,7,10,1560,0,0,141452,40,25,14,1
1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,2,13,552,800,0,141460,24,26,14,1
,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3,12,1260,8200,1,141471,36,25,14,1
1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,6,12,1640,0,0,141482,41,25,14,1
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,11,1260,0,0,141494,36,25,14,0
1,0,0,0,1,0,,,0,1,1,0,0,1,0,1,0,0,5,12,930,,0,141497,31,27,14,0
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,14,1560,0,0,141551,40,28,3,1
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,12,930,,0,141576,31,28,3,1
,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,4,12,702,870,1,141615,27,29,3,1
,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,10,2550,700,0,141619,51,29,3,0
1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,13,702,250,0,141647,27,27,3,0
0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,12,812,0,0,141658,29,26,3,1
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,2,11,870,19,0,141659,30,26,3,1
0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,3,13,1482,0,0,141669,39,26,3,1
1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4,11,1190,0,0,141695,35,26,3,1
0,0,1,1,0,0,1,1,0,,0,0,0,1,0,0,0,,4,14,992,600,1,141717,32,26,3,1
,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,12,756,5700,1,141718,28,26,3,1
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,12,812,,,141720,29,26,3,0
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,12,930,6500,1,141721,31,26,3,1
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,8,1190,11000,1,141724,35,26,3,1
,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,10,930,0,0,141732,31,26,3,1
